"Notes"	"County"	"County Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Prince George's County, MD"	"24033"	"White"	"2106-3"	"2014"	"2014"	29	247583	11.7	11.8
	"Prince George's County, MD"	"24033"	"White"	"2106-3"	"2015"	"2015"	24	248817	9.6	9.2
	"Prince George's County, MD"	"24033"	"White"	"2106-3"	"2016"	"2016"	49	245419	20.0	20.2
	"Prince George's County, MD"	"24033"	"White"	"2106-3"	"2017"	"2017"	57	249150	22.9	22.6
	"Queen Anne's County, MD"	"24035"	"White"	"2106-3"	"2014"	"2014"	10	44328	Unreliable	Unreliable
	"Queen Anne's County, MD"	"24035"	"White"	"2106-3"	"2016"	"2016"	14	44465	Unreliable	Unreliable
	"Queen Anne's County, MD"	"24035"	"White"	"2106-3"	"2017"	"2017"	12	45211	Unreliable	Unreliable
	"St. Mary's County, MD"	"24037"	"White"	"2106-3"	"2005"	"2005"	11	80074	Unreliable	Unreliable
	"St. Mary's County, MD"	"24037"	"White"	"2106-3"	"2008"	"2008"	11	83053	Unreliable	Unreliable
	"St. Mary's County, MD"	"24037"	"White"	"2106-3"	"2010"	"2010"	13	85362	Unreliable	Unreliable
	"St. Mary's County, MD"	"24037"	"White"	"2106-3"	"2012"	"2012"	11	88431	Unreliable	Unreliable
	"St. Mary's County, MD"	"24037"	"White"	"2106-3"	"2013"	"2013"	12	88716	Unreliable	Unreliable
	"St. Mary's County, MD"	"24037"	"White"	"2106-3"	"2014"	"2014"	11	89081	Unreliable	Unreliable
	"St. Mary's County, MD"	"24037"	"White"	"2106-3"	"2015"	"2015"	20	89767	22.3	23.7
	"St. Mary's County, MD"	"24037"	"White"	"2106-3"	"2016"	"2016"	22	90875	24.2	24.3
	"St. Mary's County, MD"	"24037"	"White"	"2106-3"	"2017"	"2017"	35	90489	38.7	39.5
	"Talbot County, MD"	"24041"	"White"	"2106-3"	"2016"	"2016"	10	31411	Unreliable	Unreliable
	"Washington County, MD"	"24043"	"Black or African American"	"2054-5"	"2016"	"2016"	12	18592	Unreliable	Unreliable
	"Washington County, MD"	"24043"	"White"	"2106-3"	"2001"	"2001"	10	120491	Unreliable	Unreliable
	"Washington County, MD"	"24043"	"White"	"2106-3"	"2003"	"2003"	11	123316	Unreliable	Unreliable
	"Washington County, MD"	"24043"	"White"	"2106-3"	"2004"	"2004"	13	125221	Unreliable	Unreliable
	"Washington County, MD"	"24043"	"White"	"2106-3"	"2005"	"2005"	12	126985	Unreliable	Unreliable
	"Washington County, MD"	"24043"	"White"	"2106-3"	"2006"	"2006"	21	128241	16.4	16.9
	"Washington County, MD"	"24043"	"White"	"2106-3"	"2007"	"2007"	18	129222	Unreliable	Unreliable
	"Washington County, MD"	"24043"	"White"	"2106-3"	"2008"	"2008"	21	129068	16.3	16.3
	"Washington County, MD"	"24043"	"White"	"2106-3"	"2009"	"2009"	15	128986	Unreliable	Unreliable
	"Washington County, MD"	"24043"	"White"	"2106-3"	"2010"	"2010"	17	129044	Unreliable	Unreliable
	"Washington County, MD"	"24043"	"White"	"2106-3"	"2011"	"2011"	20	128967	15.5	15.4
	"Washington County, MD"	"24043"	"White"	"2106-3"	"2012"	"2012"	26	129295	20.1	21.1
	"Washington County, MD"	"24043"	"White"	"2106-3"	"2013"	"2013"	35	129007	27.1	27.8
	"Washington County, MD"	"24043"	"White"	"2106-3"	"2014"	"2014"	42	128557	32.7	33.4
	"Washington County, MD"	"24043"	"White"	"2106-3"	"2015"	"2015"	54	127842	42.2	46.6
	"Washington County, MD"	"24043"	"White"	"2106-3"	"2016"	"2016"	51	127923	39.9	41.8
	"Washington County, MD"	"24043"	"White"	"2106-3"	"2017"	"2017"	46	127506	36.1	41.3
	"Wicomico County, MD"	"24045"	"Black or African American"	"2054-5"	"2016"	"2016"	10	28272	Unreliable	Unreliable
	"Wicomico County, MD"	"24045"	"White"	"2106-3"	"2006"	"2006"	14	69106	Unreliable	Unreliable
	"Wicomico County, MD"	"24045"	"White"	"2106-3"	"2009"	"2009"	15	70327	Unreliable	Unreliable
	"Wicomico County, MD"	"24045"	"White"	"2106-3"	"2011"	"2011"	13	70231	Unreliable	Unreliable
	"Wicomico County, MD"	"24045"	"White"	"2106-3"	"2012"	"2012"	17	71103	Unreliable	Unreliable
	"Wicomico County, MD"	"24045"	"White"	"2106-3"	"2013"	"2013"	11	71041	Unreliable	Unreliable
	"Wicomico County, MD"	"24045"	"White"	"2106-3"	"2014"	"2014"	12	70935	Unreliable	Unreliable
	"Wicomico County, MD"	"24045"	"White"	"2106-3"	"2016"	"2016"	26	70236	37.0	45.8
	"Wicomico County, MD"	"24045"	"White"	"2106-3"	"2017"	"2017"	29	70085	41.4	45.6
	"Worcester County, MD"	"24047"	"White"	"2106-3"	"2006"	"2006"	10	42599	Unreliable	Unreliable
	"Worcester County, MD"	"24047"	"White"	"2106-3"	"2008"	"2008"	11	43090	Unreliable	Unreliable
	"Worcester County, MD"	"24047"	"White"	"2106-3"	"2014"	"2014"	10	43222	Unreliable	Unreliable
	"Worcester County, MD"	"24047"	"White"	"2106-3"	"2015"	"2015"	20	43120	46.4	50.5
	"Worcester County, MD"	"24047"	"White"	"2106-3"	"2016"	"2016"	23	43227	53.2	69.5
	"Worcester County, MD"	"24047"	"White"	"2106-3"	"2017"	"2017"	17	43358	Unreliable	Unreliable
	"Baltimore city, MD"	"24510"	"Black or African American"	"2054-5"	"1999"	"1999"	244	427347	57.1	58.8
	"Baltimore city, MD"	"24510"	"Black or African American"	"2054-5"	"2000"	"2000"	213	424833	50.1	52.1
	"Baltimore city, MD"	"24510"	"Black or African American"	"2054-5"	"2001"	"2001"	208	420061	49.5	51.2
	"Baltimore city, MD"	"24510"	"Black or African American"	"2054-5"	"2002"	"2002"	212	417649	50.8	52.9
	"Baltimore city, MD"	"24510"	"Black or African American"	"2054-5"	"2003"	"2003"	200	415478	48.1	49.5
	"Baltimore city, MD"	"24510"	"Black or African American"	"2054-5"	"2004"	"2004"	173	413466	41.8	43.4
	"Baltimore city, MD"	"24510"	"Black or African American"	"2054-5"	"2005"	"2005"	153	412593	37.1	38.5
	"Baltimore city, MD"	"24510"	"Black or African American"	"2054-5"	"2006"	"2006"	175	411697	42.5	44.0
	"Baltimore city, MD"	"24510"	"Black or African American"	"2054-5"	"2007"	"2007"	170	409791	41.5	42.0
	"Baltimore city, MD"	"24510"	"Black or African American"	"2054-5"	"2008"	"2008"	112	408226	27.4	28.2
	"Baltimore city, MD"	"24510"	"Black or African American"	"2054-5"	"2009"	"2009"	132	406046	32.5	31.6
	"Baltimore city, MD"	"24510"	"Black or African American"	"2054-5"	"2010"	"2010"	86	404965	21.2	20.6
	"Baltimore city, MD"	"24510"	"Black or African American"	"2054-5"	"2011"	"2011"	70	401225	17.4	18.1
	"Baltimore city, MD"	"24510"	"Black or African American"	"2054-5"	"2012"	"2012"	122	402702	30.3	30.3
	"Baltimore city, MD"	"24510"	"Black or African American"	"2054-5"	"2013"	"2013"	133	401032	33.2	30.9
	"Baltimore city, MD"	"24510"	"Black or African American"	"2054-5"	"2014"	"2014"	187	400364	46.7	45.5
	"Baltimore city, MD"	"24510"	"Black or African American"	"2054-5"	"2015"	"2015"	211	398678	52.9	49.4
	"Baltimore city, MD"	"24510"	"Black or African American"	"2054-5"	"2016"	"2016"	346	396216	87.3	82.0
	"Baltimore city, MD"	"24510"	"Black or African American"	"2054-5"	"2017"	"2017"	387	392805	98.5	91.1
	"Baltimore city, MD"	"24510"	"White"	"2106-3"	"1999"	"1999"	89	216591	41.1	40.0
	"Baltimore city, MD"	"24510"	"White"	"2106-3"	"2000"	"2000"	91	212483	42.8	43.2
	"Baltimore city, MD"	"24510"	"White"	"2106-3"	"2001"	"2001"	66	206216	32.0	30.7
	"Baltimore city, MD"	"24510"	"White"	"2106-3"	"2002"	"2002"	90	201462	44.7	44.3
	"Baltimore city, MD"	"24510"	"White"	"2106-3"	"2003"	"2003"	84	197944	42.4	41.7
	"Baltimore city, MD"	"24510"	"White"	"2106-3"	"2004"	"2004"	82	194385	42.2	40.9
	"Baltimore city, MD"	"24510"	"White"	"2106-3"	"2005"	"2005"	80	192071	41.7	39.7
	"Baltimore city, MD"	"24510"	"White"	"2106-3"	"2006"	"2006"	82	191828	42.7	39.9
	"Baltimore city, MD"	"24510"	"White"	"2106-3"	"2007"	"2007"	92	192362	47.8	47.9
	"Baltimore city, MD"	"24510"	"White"	"2106-3"	"2008"	"2008"	55	193227	28.5	29.1
	"Baltimore city, MD"	"24510"	"White"	"2106-3"	"2009"	"2009"	77	195044	39.5	39.3
	"Baltimore city, MD"	"24510"	"White"	"2106-3"	"2010"	"2010"	63	196040	32.1	31.4
	"Baltimore city, MD"	"24510"	"White"	"2106-3"	"2011"	"2011"	73	198045	36.9	36.3
	"Baltimore city, MD"	"24510"	"White"	"2106-3"	"2012"	"2012"	72	197730	36.4	36.6
	"Baltimore city, MD"	"24510"	"White"	"2106-3"	"2013"	"2013"	77	199867	38.5	36.7
	"Baltimore city, MD"	"24510"	"White"	"2106-3"	"2014"	"2014"	82	200315	40.9	40.0
	"Baltimore city, MD"	"24510"	"White"	"2106-3"	"2015"	"2015"	116	200530	57.8	54.4
	"Baltimore city, MD"	"24510"	"White"	"2106-3"	"2016"	"2016"	169	196132	86.2	80.9
	"Baltimore city, MD"	"24510"	"White"	"2106-3"	"2017"	"2017"	180	196401	91.6	84.5
"---"
"Dataset: Multiple Cause of Death, 1999-2017"
"Query Parameters:"
"Title: maryland_opioid_overtime"
"States: Maryland (24)"
"UCD - Drug/Alcohol Induced Causes: Drug-induced causes"
"Group By: County; Race; Year"
"Show Totals: False"
"Show Zero Values: False"
"Show Suppressed: False"
"Standard Population: 2000 U.S. Std. Population"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Dec 10, 2019 8:51:17 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death"
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/mcd-icd10.html on Dec 10, 2019 8:51:17 PM"
"---"
Messages:
"1. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"2. Deaths and population estimates are reported separately for Baltimore City (FIPS code 24510) and Baltimore county (FIPS code"
"24005)."
"3. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
"4. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"5. The populations used to calculate standard age-adjusted rates are documented here: More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2000 Standard Population."
"6. The method used to calculate age-adjusted rates is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Age-Adjusted Rates."
"7. Deaths for persons of unknown age are included in counts and crude rates, but are not included in age-adjusted rates."
"8. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Racial Differences."
"9. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017"
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for"
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS"
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The"
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal"
"series released by NCHS on June 13, 2013. Population figures for 2011 are bridged-race estimates of the July 1 resident"
"population, from the county-level postcensal Vintage 2011 series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009, are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for Infant Age Groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"10. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group."
